POS,Player,Mat,Inns,Ov,Runs,Wkts,BBI,Avg,Econ,SR,4w,5w
25,Shreyas Gopal,11,10,31,236,11,4/16,21.45,7.61,16.9,1,0
26,Krishnappa Gowtham,15,15,40,312,11,2/12,28.36,7.8,21.81,0,0
27,Ankit Rajpoot,8,8,26.1,223,11,5/14,20.27,8.52,14.27,0,1
28,Mohammed Siraj,11,11,41,367,11,3/25,33.36,8.95,22.36,0,0
29,Jaydev Unadkat,15,15,50.2,486,11,3/46,44.18,9.65,27.45,0,0
30,Deepak Chahar,12,12,38.1,278,10,3/15,27.8,7.28,22.9,0,0
31,Ravichandran Ashwin,14,14,50.4,410,10,2/18,41,8.09,30.4,0,0
32,Prasidh Krishna,7,7,28,260,10,4/30,26,9.28,16.8,1,0
33,Bhuvneshwar Kumar,12,12,46.1,354,9,3/26,39.33,7.66,30.77,0,0
34,Ben Laughlin,7,7,21,211,9,2/15,23.44,10.04,14,0,0
35,Ben Stokes,13,12,37,303,8,3/15,37.87,8.18,27.75,0,0
36,Chris Woakes,5,5,18.2,190,8,3/36,23.75,10.36,13.75,0,0
37,Mustafizur Rahman,7,7,27.3,230,7,3/24,32.85,8.36,23.57,0,0
38,Harbhajan Singh,13,12,31.5,270,7,2/22,38.57,8.48,27.28,0,0
39,Harshal Patel,5,5,17.3,167,7,3/28,23.85,9.54,15,0,0
40,Mohit Sharma,9,9,29.4,322,7,2/33,46,10.85,25.42,0,0
41,Rahul Tewatia,8,8,22,173,6,3/18,28.83,7.86,22,0,0
42,Shane Watson,15,11,28,251,6,2/29,41.83,8.96,28,0,0
43,Imran Tahir,6,6,20.4,188,6,2/34,31.33,9.09,20.66,0,0
44,Tom Curran,5,5,10.1,118,6,2/19,19.66,11.6,10.16,0,0
45,Ish Sodhi,6,6,23,135,5,1/14,27,5.86,27.6,0,0
46,Sandeep Lamichhane,3,3,12,82,5,3/36,16.4,6.83,14.4,0,0
47,Billy Stanlake,4,4,16,130,5,2/21,26,8.12,19.2,0,0
48,Glenn Maxwell,12,10,16,132,5,2/22,26.4,8.25,19.2,0,0
49,Tim Southee,8,8,29,261,5,3/30,52.2,9,34.8,0,0
50,Carlos Brathwaite,4,4,10.1,94,5,2/15,18.8,9.24,12.2,0,0
51,Shivam Mavi,9,9,28,270,5,1/14,54,9.64,33.6,0,0
52,Basil Thampi,4,4,10.1,114,5,2/4,22.8,11.21,12.2,0,0
53,Nitish Rana,15,5,6.1,44,4,2/11,11,7.13,9.25,0,0
54,Dan Christian,4,4,11.5,101,4,2/35,25.25,8.53,17.75,0,0
55,Liam Plunkett,7,7,25,225,4,3/17,56.25,9,37.5,0,0
56,Karn Sharma,6,5,9.3,89,4,2/13,22.25,9.36,14.25,0,0
57,Dhawal Kulkarni,8,8,19.5,188,4,2/32,47,9.47,29.75,0,0
58,Washington Sundar,7,7,20,192,4,2/22,48,9.6,30,0,0
59,Barinder Sran,6,6,22,229,4,2/50,57.25,10.4,33,0,0
60,Avesh Khan,6,6,19,204,4,2/29,51,10.73,28.5,0,0
61,Moeen Ali,5,5,13.1,97,3,1/13,32.33,7.36,26.33,0,0
62,Murugan Ashwin,2,2,7,53,3,2/36,17.66,7.57,14,0,0
63,Axar Patel,9,8,26,218,3,1/21,72.66,8.38,52,0,0
64,Chris Morris,4,4,14,143,3,2/41,47.66,10.21,28,0,0
65,Mohammad Shami,4,4,13.5,144,3,1/29,48,10.4,27.66,0,0
66,Shahbaz Nadeem,6,6,15,161,3,2/34,53.66,10.73,30,0,0
67,Marcus Stoinis,7,6,11,120,3,1/15,40,10.9,22,0,0
68,KM Asif,2,2,6,75,3,2/43,25,12.5,12,0,0
69,Corey Anderson,3,3,8.4,115,3,2/47,38.33,13.26,17.33,0,0
70,Colin de Grandhomme,9,7,15,129,2,1/8,64.5,8.6,45,0,0
71,David Willey,3,3,10,95,2,1/24,47.5,9.5,30,0,0
72,Kulwant Khejroliya,3,3,10.5,107,2,2/33,53.5,9.87,32.5,0,0
73,Ben Cutting,9,7,17,168,2,1/12,84,9.88,51,0,0
74,Mitchell Johnson,6,6,21,216,2,1/30,108,10.28,63,0,0
75,Javon Searles,4,3,7,89,2,1/24,44.5,12.71,21,0,0
76,Vinay Kumar,2,2,3.5,65,2,2/30,32.5,16.95,11.5,0,0
77,D'Arcy Short,7,2,3,19,1,1/10,19,6.33,18,0,0
78,Yusuf Pathan,15,1,2,14,1,1/14,14,7,12,0,0
79,Mohammad Nabi,2,2,5,47,1,1/23,47,9.4,30,0,0
80,Anureet Singh,3,3,4,42,1,1/20,42,10.5,24,0,0
81,Vijay Shankar,13,4,5,58,1,1/22,58,11.6,30,0,0
82,Pawan Negi,2,2,4,49,1,1/36,49,12.25,24,0,0
83,Chris Jordan,1,1,4,31,0,0/31,0,7.75,0,0,0
84,Deepak Hooda,9,2,3,24,0,0/8,0,8,0,0,0
85,Mahipal Lomror,2,2,3,27,0,0/8,0,9,0,0,0
86,Pradeep Sangwan,1,1,2,19,0,0/19,0,9.5,0,0,0
87,Manoj Tiwary,5,1,1,10,0,0/10,0,10,0,0,0
88,Ankit Sharma,1,1,1,11,0,0/11,0,11,0,0,0
89,Junior Dala,1,1,3,34,0,0/34,0,11.33,0,0,0
90,Yuvraj Singh,8,2,2,23,0,0/10,0,11.5,0,0,0
91,Akila Dananjaya,1,1,4,47,0,0/47,0,11.75,0,0,0
92,JP Duminy,6,2,3,36,0,0/8,0,12,0,0,0
93,Mark Wood,1,1,4,49,0,0/49,0,12.25,0,0,0
94,Khaleel Ahmed,1,1,3,38,0,0/38,0,12.66,0,0,0
95,Stuart Binny,7,1,2,33,0,0/33,0,16.5,0,0,0
