POS,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date
51,Shubman Gill,16,5,320,1,2,RCB,Chidambaram,18 April 2021
52,Prithvi Shaw,16,5,320,4,0,CSK,Dubai International Stadium,10 October 2021
53,Evin Lewis,16,5,320,4,0,PBKS,Dubai International Stadium,21 September 2021
54,AB de Villiers,16,6,266.66,2,1,KKR,Chidambaram,18 April 2021
55,Kieron Pollard,16,6,266.66,2,1,CSK,Arun Jaitley Stadium,01 May 2021
56,Mayank Agarwal,16,4,400,1,2,RR,Dubai International Stadium,21 September 2021
57,Ruturaj Gaikwad,16,5,320,2,1,RR,Zayed Cricket Stadium,02 October 2021
58,Devdutt Padikkal,15,4,375,0,2,CSK,Wankhede Stadium,25 April 2021
59,Glenn Maxwell,15,5,300,0,2,PBKS,Sharjah Cricket Stadium,03 October 2021
60,Mayank Agarwal,15,4,375,2,1,DC,Narendra Modi Stadium,02 May 2021
61,Harshal Patel,15,4,375,2,1,PBKS,Narendra Modi Stadium,30 April 2021
62,Krunal Pandya,15,5,300,2,1,CSK,Arun Jaitley Stadium,01 May 2021
63,Rohit Sharma,15,6,250,3,0,RCB,Dubai International Stadium,26 September 2021
64,Suryakumar Yadav,15,5,300,2,1,KKR,Chidambaram,13 April 2021
65,Jonny Bairstow,15,5,300,2,1,RR,Arun Jaitley Stadium,02 May 2021
66,Shahrukh Khan,15,5,300,2,1,DC,Wankhede Stadium,18 April 2021
67,Jonny Bairstow,15,6,250,2,1,KKR,Chidambaram,11 April 2021
68,Kieron Pollard,15,4,375,0,2,SRH,Chidambaram,17 April 2021
69,Jason Holder,15,5,300,0,2,PBKS,Sharjah Cricket Stadium,25 September 2021
70,Chris Morris,15,6,250,0,2,DC,Wankhede Stadium,15 April 2021
71,Glenn Maxwell,15,4,375,0,2,PBKS,Sharjah Cricket Stadium,03 October 2021
72,Abdul Samad,15,4,375,0,2,KKR,Chidambaram,11 April 2021
73,Faf du Plessis,15,5,300,2,1,KKR,Dubai International Stadium,15 October 2021
74,Nitish Rana,15,4,375,0,2,DC,Sharjah Cricket Stadium,28 September 2021
75,Moeen Ali,15,4,375,2,1,MI,Arun Jaitley Stadium,01 May 2021
76,Vijay Shankar,15,5,300,0,2,MI,Chidambaram,17 April 2021
77,Jos Buttler,15,5,300,1,1,SRH,Arun Jaitley Stadium,02 May 2021
78,Dinesh Karthik,15,5,300,1,1,SRH,Chidambaram,11 April 2021
79,KL Rahul,15,4,375,2,1,RCB,Narendra Modi Stadium,30 April 2021
80,Manish Pandey,15,5,300,0,2,RR,Arun Jaitley Stadium,02 May 2021
81,Ravindra Jadeja,15,4,375,2,1,RR,Zayed Cricket Stadium,02 October 2021
82,Faf du Plessis,15,5,300,2,1,RCB,Sharjah Cricket Stadium,24 September 2021
83,KL Rahul,14,4,350,0,2,RR,Wankhede Stadium,12 April 2021
84,Shivam Dube,14,5,280,0,2,CSK,Zayed Cricket Stadium,02 October 2021
85,Rohit Sharma,14,6,233.33,1,1,RR,Sharjah Cricket Stadium,05 October 2021
86,Venkatesh Iyer,14,4,350,2,1,MI,Zayed Cricket Stadium,23 September 2021
87,Jason Roy,14,6,233.33,3,0,RR,Dubai International Stadium,27 September 2021
88,Hardik Pandya,14,4,350,0,2,CSK,Arun Jaitley Stadium,01 May 2021
89,Ambati Rayudu,14,4,350,0,2,MI,Arun Jaitley Stadium,01 May 2021
90,KL Rahul,14,5,280,2,1,CSK,Dubai International Stadium,07 October 2021
91,Mayank Agarwal,14,5,280,2,1,DC,Wankhede Stadium,18 April 2021
92,Mayank Agarwal,14,5,280,1,1,DC,Narendra Modi Stadium,02 May 2021
93,Ruturaj Gaikwad,14,5,280,3,0,SRH,Arun Jaitley Stadium,28 April 2021
94,Rahul Tripathi,14,4,350,2,1,SRH,Chidambaram,11 April 2021
95,Prithvi Shaw,14,5,280,2,1,PBKS,Narendra Modi Stadium,02 May 2021
96,Quinton de Kock,14,5,280,0,2,KKR,Zayed Cricket Stadium,23 September 2021
97,AB de Villiers,14,5,280,1,1,MI,Chidambaram,09 April 2021
98,Kieron Pollard,14,5,280,1,1,CSK,Arun Jaitley Stadium,01 May 2021
99,Mayank Agarwal,14,5,280,3,0,RR,Dubai International Stadium,21 September 2021
100,Chris Morris,14,4,350,0,2,DC,Wankhede Stadium,15 April 2021
101,Shubman Gill,14,5,280,3,0,RCB,Sharjah Cricket Stadium,11 October 2021
102,Shikhar Dhawan,14,6,233.33,3,0,PBKS,Wankhede Stadium,18 April 2021
103,Rahul Tewatia,14,6,233.33,3,0,KKR,Sharjah Cricket Stadium,07 October 2021
104,Liam Livingstone,14,5,280,1,1,PBKS,Dubai International Stadium,21 September 2021
105,Glenn Maxwell,14,5,280,1,1,SRH,Zayed Cricket Stadium,06 October 2021
106,Andre Russell,14,6,233.33,2,1,CSK,Zayed Cricket Stadium,26 September 2021
107,Ruturaj Gaikwad,14,4,350,0,2,RR,Zayed Cricket Stadium,02 October 2021
108,Anmolpreet Singh,14,6,233.33,2,1,CSK,Dubai International Stadium,19 September 2021
109,Kieron Pollard,14,4,350,0,2,CSK,Arun Jaitley Stadium,01 May 2021
110,Chris Gayle,14,5,280,0,2,RCB,Narendra Modi Stadium,30 April 2021
111,Rahul Tewatia,14,5,280,0,2,CSK,Wankhede Stadium,19 April 2021
112,Andre Russell,14,4,350,2,1,CSK,Wankhede Stadium,21 April 2021
113,Suryakumar Yadav,14,6,233.33,3,0,SRH,Zayed Cricket Stadium,08 October 2021
114,AB de Villiers,14,5,280,1,1,MI,Chidambaram,09 April 2021
115,Shimron Hetmyer,13,4,325,3,0,RR,Zayed Cricket Stadium,25 September 2021
116,Deepak Hooda,13,6,216.66,3,0,RR,Wankhede Stadium,12 April 2021
117,Faf du Plessis,13,5,260,3,0,KKR,Wankhede Stadium,21 April 2021
118,Devdutt Padikkal,13,4,325,0,2,RR,Wankhede Stadium,22 April 2021
119,Suryakumar Yadav,13,6,216.66,3,0,KKR,Chidambaram,13 April 2021
120,Dwayne Bravo,13,3,433.33,0,2,MI,Dubai International Stadium,19 September 2021
121,Devdutt Padikkal,13,4,325,3,0,CSK,Wankhede Stadium,25 April 2021
122,Prithvi Shaw,13,5,260,1,1,PBKS,Narendra Modi Stadium,02 May 2021
123,Kieron Pollard,13,5,260,1,1,KKR,Zayed Cricket Stadium,23 September 2021
124,Jos Buttler,13,6,216.66,1,1,MI,Arun Jaitley Stadium,29 April 2021
125,Glenn Phillips,13,5,260,1,1,CSK,Zayed Cricket Stadium,02 October 2021
126,Shikhar Dhawan,13,4,325,3,0,PBKS,Wankhede Stadium,18 April 2021
127,Deepak Hooda,13,4,325,0,2,RR,Wankhede Stadium,12 April 2021
128,Faf du Plessis,13,5,260,0,2,KKR,Wankhede Stadium,21 April 2021
129,Moeen Ali,13,4,325,0,2,KKR,Dubai International Stadium,15 October 2021
130,Jonny Bairstow,13,3,433.33,0,2,MI,Chidambaram,17 April 2021
131,David Miller,13,4,325,0,2,DC,Wankhede Stadium,15 April 2021
132,Prithvi Shaw,13,4,325,1,1,KKR,Narendra Modi Stadium,29 April 2021
133,Ambati Rayudu,13,5,260,0,2,RR,Wankhede Stadium,19 April 2021
134,Manish Pandey,13,5,260,1,1,MI,Zayed Cricket Stadium,08 October 2021
135,Sanju Samson,13,5,260,2,0,MI,Arun Jaitley Stadium,29 April 2021
136,Shimron Hetmyer,13,3,433.33,0,2,KKR,Sharjah Cricket Stadium,13 October 2021
137,Ambati Rayudu,13,4,325,1,1,MI,Arun Jaitley Stadium,01 May 2021
138,Ambati Rayudu,13,6,216.66,1,1,DC,Dubai International Stadium,04 October 2021
139,Ruturaj Gaikwad,13,5,260,3,0,SRH,Arun Jaitley Stadium,28 April 2021
140,Ruturaj Gaikwad,13,5,260,1,1,KKR,Zayed Cricket Stadium,26 September 2021
141,Shreyas Iyer,13,4,325,1,1,KKR,Sharjah Cricket Stadium,13 October 2021
142,Abdul Samad,13,4,325,0,2,KKR,Dubai International Stadium,03 October 2021
143,Mahipal Lomror,13,3,433.33,0,2,PBKS,Dubai International Stadium,21 September 2021
144,Wriddhiman Saha,13,5,260,0,2,CSK,Sharjah Cricket Stadium,30 September 2021
145,Riyan Parag,13,4,325,0,2,PBKS,Wankhede Stadium,12 April 2021
146,Ruturaj Gaikwad,13,6,216.66,1,1,KKR,Wankhede Stadium,21 April 2021
147,Ishan Kishan,13,4,325,1,1,RCB,Chidambaram,09 April 2021
148,Mohammad Nabi,13,3,433.33,0,2,RR,Arun Jaitley Stadium,02 May 2021
149,Venkatesh Iyer,13,5,260,0,2,RR,Sharjah Cricket Stadium,07 October 2021
150,Ambati Rayudu,13,5,260,1,1,DC,Dubai International Stadium,04 October 2021
