POS,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date
79,Ajinkya Rahane,105,63,166.66,11,3,DC,Sawai Mansingh Stadium,22 April 2019
80,Colin Munro,40,24,166.66,4,3,SRH,Rajiv Gandhi Intl. Cricket Stadium,14 April 2019
81,Kieron Pollard,41,25,164,3,3,CSK,Rajiv Gandhi Intl. Cricket Stadium,12 May 2019
82,Nicholas Pooran,36,22,163.63,3,3,CSK,IS Bindra Stadium,05 May 2019
83,David Warner,85,53,160.37,9,3,KKR,Eden Gardens,24 March 2019
84,Chris Lynn,50,32,156.25,6,3,RR,Sawai Mansingh Stadium,07 April 2019
85,Yuvraj Singh,53,35,151.42,5,3,DC,Wankhede Stadium,24 March 2019
86,Vijay Shankar,27,18,150,0,3,RCB,M. Chinnaswamy Stadium,04 May 2019
87,David Miller,59,40,147.5,5,3,KKR,Eden Gardens,27 March 2019
88,Faf du Plessis,45,31,145.16,3,3,SRH,Rajiv Gandhi Intl. Cricket Stadium,17 April 2019
89,Nitish Rana,68,47,144.68,8,3,SRH,Eden Gardens,24 March 2019
90,Ajinkya Rahane,70,49,142.85,4,3,SRH,Rajiv Gandhi Intl. Cricket Stadium,29 March 2019
91,Shreyas Iyer,52,37,140.54,2,3,RCB,Arun Jaitley Stadium,28 April 2019
92,Rohit Sharma,67,48,139.58,6,3,CSK,Chidambaram,26 April 2019
93,Jonny Bairstow,61,44,138.63,3,3,CSK,Rajiv Gandhi Intl. Cricket Stadium,17 April 2019
94,Chris Gayle,30,22,136.36,2,3,RR,IS Bindra Stadium,16 April 2019
95,Marcus Stoinis,46,34,135.29,2,3,PBKS,M. Chinnaswamy Stadium,24 April 2019
96,MS Dhoni,58,43,134.88,2,3,RR,Sawai Mansingh Stadium,11 April 2019
97,Quinton de Kock,30,23,130.43,1,3,KKR,Wankhede Stadium,05 May 2019
98,Mayank Agarwal,55,43,127.9,3,3,SRH,IS Bindra Stadium,08 April 2019
99,MS Dhoni,37,29,127.58,0,3,MI,Chidambaram,07 May 2019
100,Ambati Rayudu,57,47,121.27,2,3,RR,Sawai Mansingh Stadium,11 April 2019
101,Andre Russell,50,44,113.63,5,3,CSK,Chidambaram,09 April 2019
102,Robin Uthappa,40,47,85.1,1,3,MI,Wankhede Stadium,05 May 2019
103,Ravichandran Ashwin,17,4,425,1,2,RR,IS Bindra Stadium,16 April 2019
104,Sunil Narine,25,8,312.5,3,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,21 April 2019
105,Ravindra Jadeja,25,10,250,2,2,DC,Chidambaram,01 May 2019
106,Kieron Pollard,17,7,242.85,0,2,CSK,Wankhede Stadium,03 April 2019
107,Hardik Pandya,37,16,231.25,5,2,RCB,Wankhede Stadium,15 April 2019
108,Sam Curran,55,24,229.16,7,2,KKR,IS Bindra Stadium,03 May 2019
109,Vijay Shankar,25,11,227.27,2,2,DC,ACA-VDCA Stadium,08 May 2019
110,Jofra Archer,27,12,225,2,2,KKR,Eden Gardens,25 April 2019
111,Jofra Archer,24,11,218.18,1,2,CSK,Chidambaram,31 March 2019
112,Mayank Agarwal,26,12,216.66,1,2,RR,IS Bindra Stadium,16 April 2019
113,Nicholas Pooran,21,10,210,2,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,29 April 2019
114,Mayank Agarwal,43,21,204.76,4,2,MI,IS Bindra Stadium,30 March 2019
115,Prithvi Shaw,14,7,200,0,2,KKR,Eden Gardens,12 April 2019
116,Shikhar Dhawan,54,27,200,8,2,RR,Sawai Mansingh Stadium,22 April 2019
117,Mohammad Nabi,20,10,200,0,2,PBKS,Rajiv Gandhi Intl. Cricket Stadium,29 April 2019
118,David Warner,69,37,186.48,9,2,RR,Rajiv Gandhi Intl. Cricket Stadium,29 March 2019
119,Chris Lynn,54,29,186.2,8,2,MI,Eden Gardens,28 April 2019
120,Suryakumar Yadav,26,14,185.71,2,2,KKR,Eden Gardens,28 April 2019
121,Shubman Gill,18,10,180,0,2,SRH,Eden Gardens,24 March 2019
122,Parthiv Patel,43,24,179.16,7,2,PBKS,M. Chinnaswamy Stadium,24 April 2019
123,Axar Patel,23,13,176.92,1,2,SRH,Arun Jaitley Stadium,04 April 2019
124,Virat Kohli,84,49,171.42,9,2,KKR,M. Chinnaswamy Stadium,05 April 2019
125,Andre Russell,24,14,171.42,2,2,PBKS,IS Bindra Stadium,03 May 2019
126,Suryakumar Yadav,46,27,170.37,5,2,KKR,Wankhede Stadium,05 May 2019
127,Andre Russell,15,9,166.66,0,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,21 April 2019
128,Shubman Gill,65,39,166.66,7,2,DC,Eden Gardens,12 April 2019
129,Vijay Shankar,40,24,166.66,2,2,KKR,Eden Gardens,24 March 2019
130,Shreyas Iyer,15,9,166.66,0,2,RR,Arun Jaitley Stadium,04 May 2019
131,Robin Uthappa,26,16,162.5,1,2,RR,Sawai Mansingh Stadium,07 April 2019
132,Nitish Rana,37,23,160.86,1,2,RCB,M. Chinnaswamy Stadium,05 April 2019
133,Jos Buttler,69,43,160.46,10,2,PBKS,Sawai Mansingh Stadium,25 March 2019
134,AB de Villiers,59,38,155.26,5,2,PBKS,IS Bindra Stadium,13 April 2019
135,Mohammad Nabi,31,20,155,2,2,MI,Wankhede Stadium,02 May 2019
136,Shikhar Dhawan,97,63,153.96,11,2,KKR,Eden Gardens,12 April 2019
137,Quinton de Kock,60,39,153.84,6,2,PBKS,IS Bindra Stadium,30 March 2019
138,Quinton de Kock,40,26,153.84,5,2,RCB,Wankhede Stadium,15 April 2019
139,Chris Gayle,20,13,153.84,2,2,KKR,Eden Gardens,27 March 2019
140,Riyan Parag,47,31,151.61,5,2,KKR,Eden Gardens,25 April 2019
141,Manish Pandey,71,47,151.06,8,2,MI,Wankhede Stadium,02 May 2019
142,Rishabh Pant,39,26,150,3,2,PBKS,IS Bindra Stadium,01 April 2019
143,Shivam Dube,24,16,150,0,2,DC,Arun Jaitley Stadium,28 April 2019
144,Rishabh Pant,46,31,148.38,4,2,KKR,Eden Gardens,12 April 2019
145,David Miller,40,27,148.14,2,2,RR,IS Bindra Stadium,16 April 2019
146,Rohit Sharma,28,19,147.36,2,2,RCB,Wankhede Stadium,15 April 2019
147,Prithvi Shaw,56,38,147.36,6,2,SRH,ACA-VDCA Stadium,08 May 2019
148,Sanju Samson,22,15,146.66,0,2,KKR,Eden Gardens,25 April 2019
149,David Warner,81,56,144.64,7,2,PBKS,Rajiv Gandhi Intl. Cricket Stadium,29 April 2019
150,David Miller,43,30,143.33,4,2,DC,IS Bindra Stadium,01 April 2019
